,id,lang,text,negative,positive,neutral
1771,1623249587757613058,EN,RT @clexaflaritza: Hey @netflix we’re ready for you to understand and fix your mistake or maybe free our show if it’s valueless to you NETF…,-2,2,-1
1772,1623249584452427776,EN,"RT @TheRealLukevans: To play a Charles Dickens' character is a special honour. But to play the miser of all misers, Ebenezer Scrooge, was t…",-3,2,-1
1773,1623249583806771201,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1774,1623249561979346945,EN,"@thaiscotts He was born as Chaim Levine but his pen name is Chuck Lorre [like Pete Lorre, who actually didn't have that name either, but László Löwenstein].

After 40 years writing series they call him The King of sitcoms.

He is the creator of ""The Kominsky Method"".

Smart humour. @netflix",-1,3,1
1775,1623249533202501632,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1776,1623249522875834369,EN,"@deinvis He was born as Chaim Levine but his pen name is Chuck Lorre [like Pete Lorre, who actually didn't have that name either, but László Löwenstein].

After 40 years writing series they call him The King of sitcoms.

He is the creator of ""The Kominsky Method"".

Smart humour. @netflix",-1,3,1
1777,1623249508766466050,EN,RT @netflix: Netflix and @GM give EVs the stage the deserve this Sunday! #EverybodyIn #EVsOnScreen https://t.co/wY3JENJnqD https://t.co/TvF…,-1,2,1
1778,1623249485609443329,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1779,1623249453283958785,EN,"RT @mudassir_faiza: #3 reason to watch "" Lockwood and Co"" on @netflix .... "" Anthony Lockwood is ""The Possessive Boyfriend""🫠🔥❤️‍🔥
#Lockwood…",-1,1,0
1780,1623249445273083905,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
1781,1623249423168860160,EN,"@MCMotsepe85 @netflix @NetflixSA Yet cancelled for the 3rd season (By Peacock, it's original streaming home).",-2,1,-1
1782,1623249413563883520,EN,"RT @JamesThompsonKS: LOOK AT THIS!!! 3 months in a row!!!!
JFC! Its not rocket science. #WarriorNun is a great show that critics and fans l…",-1,3,1
1785,1623249346430119941,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1786,1623249332408401922,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
1787,1623249331817189379,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
1788,1623249309075443712,EN,RT @Leah_WarriorNun: Yo @netflix / #TedSarandos you guys really did yourselves dirty in that article!! Did you somehow think it would help…,-3,1,-1
1789,1623249299613134848,EN,"RT @SnyderQueen_: 7 days to go... Are you in?
#SellZSJLtoNetflix @Netflix 
#SellSnyderVerseToNetflix https://t.co/OagLPicBA3",-1,1,0
1790,1623249281435193348,EN,@netflix BRING BACK WARRIOR NUN INSTEAD!!! #SaveWarriorNun #WarriorNun,-1,2,1
1791,1623249280139145216,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1793,1623249239852695553,EN,"@kah_yiee He was born as Chaim Levine but his stage name is Chuck Lorre [like Pete Lorre, who actually didn't have that name either, but László Löwenstein].

After 40 years writing series they call him The King of sitcoms.
He's the creator of ""The Kominsky method"".

Smart humour. @netflix",-1,3,1
1794,1623249234991382528,EN,"RT @TheRealLukevans: A Christmas Carol is streaming now on @Netflix! I play Ebenezer Scrooge, the miser or misers! It’s the perfect Christm…",-4,2,-1
1795,1623249229744377857,EN,"#VampireAcademy

#RenewVampireAcademy
Please please someone anyone pick up vampire academy 
#savevampireacademy 

@PrimeVideo @hulu @netflix @StanAustralia @HBO @DisneyPlus",-1,2,1
1796,1623249216423460864,EN,"RT @JamesThompsonKS: #SaveWarriorNun in a nutshell!
Piss or get off the pot @netflix Renew or release #WarriorNun 

NETFLIX BRING BACK OCS…",-3,3,-1
1797,1623249198123479040,EN,"RT @rapidodraws: The start                         The finish

#glassonionaknivesoutmystery @KnivesOut @netflix @JanelleMonae https://t.co/…",-1,1,0
1798,1623249195665862657,EN,"RT @StudioFramesIn: #AK 's Blockbuster #Thunivu streaming rite now in @netflix 💥 

#ThunivuOnNetflix https://t.co/T94G3rhmk2",-1,1,0
1799,1623249136244908034,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
1801,1623249070684012545,EN,"#thala 's #Thunivu on @netflix @Netflix_INSouth @NetflixIndia Feb 8... Must watch on @netflix film lovers... u will enjoy the man of mass #thalaajithkumar performance 
#ThunivuTheRealWinner 
#ThunivuOnNetflix https://t.co/FzHGWAlFKh",-1,4,1
1802,1623249037968252928,EN,"RT @Kara_Di: Hey @netflix look, #SaveWarriorNun has 9,000,000 tweets, how about bringing our show back? 

NETFLIX BRING BACK OCS
#SaveWarri…",-1,2,1
1803,1623249013536432139,EN,RT @Red_Wolf123: #SaveWarriorNun @netflix I don't believe you genuinely understand what happens to a person when they decide to watch one o…,-1,2,1
1804,1623248924839677954,EN,"#thala 's #Thunivu on @netflix @Netflix_INSouth @NetflixIndia Feb 8... Must watch on @netflix film lovers... u will enjoy the man of mass #thalaajithkumar performance 
#ThunivuTheRealWinner 
#ThunivuOnNetflix https://t.co/livtlxFz56",-1,4,1
1805,1623248865414508544,EN,@netflix Bring back Inside Job!!! #saveinsidejob #renewinsidejob #InsideJobnetflix #insidejob #BRINGBACKINSIDEJOB,-1,2,1
1806,1623248845063827456,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
1807,1623248833172893697,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
1808,1623248829763186689,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1809,1623248821492015104,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1812,1623248791972499456,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
1813,1623248779158646785,EN,"RT @AgnesSzalkowska: Yo @netflix . With love from your small audience. 

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun https://t.co/SY…",-1,3,1
1815,1623248702172266496,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
1817,1623248689690198017,EN,"RT @SnyderQueen_: Bring back Henry Cavill. 
Make Man of Tomorrow on @Netflix. #SellZSJLtoNetflix #SellSnyderVerseToNetflix https://t.co/mnZ…",-1,1,0
1818,1623248685571391490,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1820,1623248642126782465,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1822,1623248637517262848,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1823,1623248636254593024,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
1824,1623248635621216256,EN,@netflix Why is it not available in Pakistan?,-1,1,0
1825,1623248618000973825,EN,"@MrVercetti5 @KenKiron @netflix @netflix @Netflix_CA  wants to do this right because this is the chance 1up  disney+ that is sinking, mostly thanks to unlikable characters/activis/untalented actresses mind you, so.. Also thank you, every comment gets more views, so with your help, they will see it👍",-1,2,1
1826,1623248601593053184,EN,"Despite @netflix copyrighting him. 🤣
Sold-out King, Mister top rating, Golden Maknae in every sense of the word. 
Be nice and Say thank you to #Jungkook Netflix! https://t.co/CXYCyq1gwl",-1,3,1
1828,1623248585197322240,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1829,1623248552200933377,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1830,1623248528721018881,EN,"RT @SnyderQueen_: So if the cameos are cut from the ending. It means they're all out. The only way we will see Henry Cavill Superman, Gal G…",-1,1,0
1831,1623248471774961664,EN,"RT @Sandrapui97: DOONA! | @Suzy 

[230208] Cake for &lt;Doona!&gt; set today for Suzy

📎https://t.co/IDVrafFwyc

#SUZY #BaeSuzy #수지 #배수지 
#DOONA!…",-1,2,1
1832,1623248469241786371,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
1833,1623248461243252736,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1834,1623248446265389056,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1835,1623248382704644104,EN,Please @netflix #RENEWTHECUPHEADSHOW so we can see our bois https://t.co/tz47FjVT5L,-1,2,1
1837,1623248377810124801,EN,RT @JamesThompsonKS: Maybe @hbomax should pick up #WarriorNun and then it can have the #1 &amp; #2 most popular titles on Twitter. Or maybe @Pr…,-1,1,0
1838,1623248370625290240,EN,"RT @JamesThompsonKS: #SaveWarriorNun in a nutshell!
Piss or get off the pot @netflix Renew or release #WarriorNun 

NETFLIX BRING BACK OCS…",-3,3,-1
1840,1623248300789882881,EN,RT @ChaEunwooINTL: 🔥#CHAEUNWOO's hit drama True Beauty success saga continues -  Launched on Netflix 2 years after release in select countr…,-2,3,1
1843,1623248249074356225,EN,RT @ChaEunwooINTL: 🔥#CHAEUNWOO's hit drama True Beauty success saga continues -  Launched on Netflix 2 years after release in select countr…,-2,3,1
1845,1623248228387889152,EN,"RT @FishwickDavid: The Bank of Dave appeared here in The Times today in a letter from the editor @TheTimes 
#BankofDave @NetflixUK 
#Netfli…",-1,1,0
1846,1623248200718233600,EN,"RT @Nelson_Ji: Tomorrow going to be biggest celebration day for all #Ajithkumar sir fans &amp; #Thunivu movie lovers 🥳🔥

12am - Online streamin…",-1,4,1
1847,1623248185002016770,EN,@netflix i hope it’s done with justice https://t.co/FyR31MBdq4,-1,3,1
1848,1623248179268567041,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1849,1623248157558599681,EN,RT @icameisawiTV: Hello @netflix still ignoring the fact that #WarriorNun is 1 of 2 originals that actually went up in postive reviews seas…,-1,1,0
1851,1623248129213583360,EN,@netflix This is good news. https://t.co/L0eV9qbP59,-1,2,1
1855,1623247983113392129,EN,"RT @AnnetteLawless: Help me RT this @MissingInKansas: There's concern for Leonard Crosby, 15, who escaped a vehicle transporting him back t…",-2,1,-1
1856,1623247972392632321,EN,RT @kasim_wise: I am proud to announce that my film #Somaliland ha nolato has been selected for the BFI Future Film Festival 2023 sponsored…,-1,2,1
1858,1623247915828277251,EN,RT @netflix: I've seen a lot of talk about Ted Bundy’s alleged hotness and would like to gently remind everyone that there are literally TH…,-2,2,-1
1859,1623247910589825026,EN,"RT @AjithPSPK_fans: Ajith Kumar’s #Thunivu is now streaming on @netflix

#Ajithkumar #ThunivuOnNetflix https://t.co/D0hTSCR8Io",-1,1,0
1860,1623247892927356928,EN,"RT @Billyjensen: As we all binge The Bundy Tapes on @Netflix and share the trailer for the Zac Efron movie, please remember the victims. Th…",-3,2,-1
1862,1623247881900806144,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
1864,1623247821813215232,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
1866,1623247813852430337,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1867,1623247757703016449,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
1869,1623247718448766977,EN,RT @netflix: Love is sharing a password.,-1,3,1
1870,1623247708134969346,EN,"RT @SriAjithOff: #Thunivu Now streaming In @netflix 🔥

#ThunivuOnNetflix https://t.co/ccsI2O6EUf",-1,1,0
1871,1623247668259565570,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
1872,1623247637695672321,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
1873,1623247636626124801,EN,@netflix Really Netflix ? Jada??? That’s just embarrassing,-2,1,-1
1874,1623247635300904960,EN,"RT @StudioFramesIn: #AK 's Blockbuster #Thunivu streaming rite now in @netflix 💥 

#ThunivuOnNetflix https://t.co/T94G3rhmk2",-1,1,0
1875,1623247605324206080,EN,RT @Rsofficial18: Completed to watch #Thunivu on @netflix ... @GhibranOfficial yepodhan OST release Panna poring..,-1,1,0
1877,1623247596985921536,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
1878,1623247596088356864,EN,"RT @prakashpins: #AjithKumar #Thunivu started streaming in @netflix 
Watch Now!!

#ThunivuOnNetflix #HVinoth #Netflix #Tamilmovie #Heist ht…",-1,2,1
1879,1623247590765518848,EN,"RT @rapidodraws: The start                         The finish

#glassonionaknivesoutmystery @KnivesOut @netflix @JanelleMonae https://t.co/…",-1,1,0
1880,1623247545966202880,EN,@netflix @GM GIVE US THE NUNS WE DESERVE! #SaveWarriorNun https://t.co/U3zQILSyD5,-1,2,1
1881,1623247537129025536,EN,"RT @netflix: Thomas Brodie-Sangster (The Queen’s Gambit)
Besides being a distant cousin of actor and Love Actually co-star Hugh Grant (his…",-1,1,0
1883,1623247479650107392,EN,"@MrVercetti5 @KenKiron @netflix Weird take, but ok, who is their target demographic then? Cause economics &amp; logic dictates fans of #GearsOfWar &amp; @netflix  subscribers should be, you know ""paying"" customers? Who is it then? Paid simps for untalented/unlikable actresses?",-2,1,-1
1884,1623247458527592449,EN,"#Ak62 movie confirmed with Muttaiyah கொம்பன் Director 
It is going to be another ajith disaster loading after #Thunivu all time disaster now released in @netflix and poor views count 😂😂😂😂",-2,1,-1
1885,1623247432565006337,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1886,1623247410590801922,EN,@avasbicep @Tiffany7117 #SaveWarriorNun #WarriorNun #WarriorNunS3andbeyond NETFLIX BRING BACK OCS @netflix https://t.co/LKDVe672bd,-1,2,1
1889,1623247322913312769,EN,@netflix more “Dogs in Space” please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please pleas,-1,2,1
1890,1623247282383597570,EN,RT @InfoKfcb: #KFCBonDigitalParenting  https://t.co/tKEPJDgzRO via the @TheStarKenya. @netflix @TikTokSupport @ChrisWambua_ @NellyMuluka @m…,-1,1,0
1892,1623247259944222727,EN,"RT @Nelson_Ji: #Thunivu now streaming in @netflix 🔥 

#Ajithkumar https://t.co/BLYf42mSbD",-1,1,0
1893,1623247250964242432,EN,"RT @Nelson_Ji: #Thunivu now streaming in @netflix 🔥 

#Ajithkumar https://t.co/BLYf42mSbD",-1,1,0
1895,1623247198267011072,EN,"@Iamkavitak @kabirsadanand @netflix @NetflixIndia @mautik @N1har1kaS1ngh @GulDharmani @RachchhChintan This screenshot is now circulating in my family group as the greatest achievement of mine. I’m so humbled, it was my first time in front of the camera and to have you watch it and appreciate it - I’m in seventh heaven. I dream to work with you soon.",-1,3,1
1896,1623247184245440512,EN,RT @allquietmovie: “A jaw-dropping film and a remarkable piece of work.” Take a look behind the scenes of ALL QUIET ON THE WESTERN FRONT. N…,-1,1,0
1897,1623247134677143554,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
1898,1623247090863296515,EN,"@1MOMSquad @CBSBigBrother @netflix @paramountplus @agrodner22 @flyonthewallent @KeeshaSmith0801 @RennyMartyn @michellebb10 @librathompson @DanGheesling Me? 

EVERYWHERE!!!",-1,2,1
1900,1623247056306569216,EN,RT @netflix: Netflix and @GM give EVs the stage the deserve this Sunday! #EverybodyIn #EVsOnScreen https://t.co/wY3JENJnqD https://t.co/TvF…,-1,2,1
1902,1623247032889626627,EN,"RT @skelechiwatson: I know I'm late to the game but @AdamSandler in #hustle...Wow.
👏🏽👏🏽👏🏽 @netflix",-2,3,1
1903,1623247032151580672,EN,"Money Heist Series Most Popular Character BERLIN Spin Off Series in Netflix From This December 2023
@netflix @NetflixIndia #Berlin #MoneyHeist https://t.co/D3AQbpScuv",-1,1,0
1904,1623246997431152640,EN,"RT @JamesThompsonKS: #SaveWarriorNun in a nutshell!
Piss or get off the pot @netflix Renew or release #WarriorNun 

NETFLIX BRING BACK OCS…",-3,3,-1
